	TNBC1	TNBC2	TNBC3	TNBC4	TNBC5	TNBC6	NonTNBC1	NonTNBC2	NonTNBC3	NonTNBC4	NonTNBC5	NonTNBC6	HER2_1	HER2_2	HER2_3	HER2_4	HER2_5	NBS1	NBS2	NBS3
FAM132A	3.71221900771392	8.47300496602014	5.66906604322358	6.53330289124675	6.65056935085418	1	4.78735462519086	2.94012125531865	2.79258777060712	1	3.45535787649103	7.16146905253608	2.21107682180587	1	3.3225975117927	3.79325492588375	1	12.153310407703	20.4685376091512	8.33940839875903
DFFB	57.0525261594211	90.6760595922416	48.8579269430417	48.586404864722	54.1153518980293	75.5514241601443	62.6797753245369	44.6527282446696	59.2591025447313	67.9331804719589	60.7470416612816	71.2407471989113	59.1316874466818	83.252722120482	50.9358465035431	40.1055689623725	65.05707436327	21.7857148507192	28.3486599747601	29.062443877608
KCNAB2	223.401958632542	232.663153946624	167.919111045243	280.985126297085	241.714254346388	186.176118075197	253.129607905563	160.089942936129	181.155070946015	268.732721887836	175.330409230863	139.016906776808	365.534123363567	137.485286155965	344.74443174532	260.772708107189	155.976792814363	82.6219534381901	100.196834484723	77.8479232340651
PLEKHG5	132.09058537284	128.041084422342	111.89031852656	193.558940615387	155.825600213405	120.041790191198	94.060713647547	121.287517829756	86.1479191038381	212.626967668694	83.6637151751979	125.461674861229	88.1975311700227	123.927145147094	90.4200042040191	45.69207881414	166.308579001987	213.926835056148	299.981113283394	248.812965934569
PEX14	64.2851101799916	79.4665521432114	54.6942594970712	46.3730837082233	68.8068322102502	65.9318855588353	69.7134339141771	98.9761233935919	61.0516903153385	54.1528197865556	59.9285890357846	72.4730410094185	65.1870715557111	86.8682263895142	55.5810415271285	88.9875301653381	62.9907171257452	173.369342664501	273.559526528117	263.923512637897
MTOR	853.540841424743	1327.45838146857	700.192639972731	770.129101883298	1169.53774175664	877.580455044277	1070.11610562531	1579.28864120172	1051.45643357577	823.884395214083	870.196688277823	1216.04169716011	1243.56481917282	1418.27767346061	1601.26968562517	1306.84667785065	916.396256223504	488.703846009558	469.171975839113	546.274871037215
VPS13D	1763.94235501405	2097.17789296865	1980.6840023268	1445.1920546154	1922.19357929042	2122.10826158862	2577.48324645127	2253.48077742495	2059.78705454228	2630.09595647944	1734.48266080266	3023.8167171742	3416.23663749256	4147.98339657991	5347.6194721468	3086.1500656386	3790.69917362055	663.608031948537	861.323947680588	902.020313424123
DNAJC16	248.716002704538	531.58335258743	381.528882522722	330.784852318306	422.532473573722	449.510987286029	680.018579230648	606.317831659419	472.450583669672	567.963411056593	612.384111246265	766.254456324981	493.908266474989	519.824862606117	583.971975459969	618.309338620308	763.485820646665	114.560978696612	178.070984921328	158.149685714605
NBPF1	445.803917265084	781.929018949104	470.24113734397	616.303281506638	587.529098618664	246.298234333378	638.357678353548	1878.06731452079	856.064366579595	1061.10346129853	397.949523366049	94.6543295985484	428.510118097472	761.159772564015	762.811983868007	820.82032074688	928.794399648653	185.029621727099	194.758302872029	209.957274411728
IFFO2	321.945915912814	684.779954390842	386.197948565945	524.450453511942	1168.40762788647	1018.26620708842	180.628819366195	206.652853063777	218.799414128765	178.176065955185	169.601240852384	373.152730773179	399.444274374131	740.37062301708	293.647286485881	157.42227584949	455.598592255464	1734.32583108802	2669.1167256732	5671.77231280587
CAPZB	840.883819388745	1652.53409749045	1374.87268321854	1770.55026462071	1993.39075311118	1459.56254042347	2113.80283019576	1286.33033164861	1060.41937242881	1308.16564215826	1538.05403068338	1277.65638768548	1037.68175946583	679.810926510791	830.167311709995	869.702281949846	1538.36978471848	2594.14466979095	2051.22242488752	1891.97698744497
ALPL	57.9565991619924	105.622069524282	39.5197948565945	30.8798356127324	165.996625044942	70.7416548594898	49.1535088059981	38.8323644787137	52.9850453476064	125.02324616863	41.9226312748504	93.4220357880412	126.951989467811	11.8465128070965	128.742863148599	80.6077653876868	89.8533612135681	477.550535601855	626.310886541548	557.499848588258
ECE1	376.190296067093	385.859755750037	731.70883576449	1258.16641689126	835.024036186077	259.525099910178	1243.79336772334	1191.26439013799	771.812741361061	809.119723051151	947.131235074542	909.200538343818	1155.15621118099	877.759785240303	572.358987901005	724.453025803891	771.751249596765	2308.21434842983	2877.24466344722	3816.19717763727
LDLRAD2	11.8488760308557	1	13.8399316188648	25.3465327214857	13.4312525718792	14.2268655767998	5.86945594667397	17.4910306702085	15.3407021648569	7.89018034270165	7.54762100397607	5.92917524202886	8.26646093083522	7.32713247080631	6.80649377948176	3.79325492588375	5.13271447504968	15.1951223370765	25.1039037065682	22.1547653846584
